"scope","lang","const","translation","pages"
"global","hu","str_apikeys","API kulcsok","interface.php,profile.php"
"global","ro","str_apikeys","Chei API","interface.php,profile.php"
"global","en","str_assistant","assistant","profile.php,project_admin.php"
"global","hu","str_assistant","segítő","profile.php,project_admin.php"
"global","ro","str_assistant","asistent","profile.php,project_admin.php"
"global","en","str_best_wishes","best wishes","afuncs.php"
"global","hu","str_best_wishes","üdvözlettel","afuncs.php"
"global","ro","str_best_wishes","toate cele bune","afuncs.php"
"global","en","str_choose_log","choose log file","project_admin.php"
"global","hu","str_choose_log","válasszon log fájlt","project_admin.php"
"global","ro","str_choose_log","alege log file","project_admin.php"
"global","en","str_custom_check","custom check","project_admin.php"
"global","hu","str_custom_check","egyéni ellenőrzés","project_admin.php"
"global","ro","str_custom_check","verificare particularizată","project_admin.php"
"global","en","str_data_assign","data assign","project_admin.php"
"global","hu","str_data_assign","adat összerendelés","project_admin.php"
"global","ro","str_data_assign","atribuire dată","project_admin.php"
"global","en","str_data_extent","Data Extent","project_admin.php"
"global","hu","str_data_extent","Adatok térbeli kiterjedése","project_admin.php"
"global","ro","str_data_extent","Data Extent","project_admin.php"
"global","en","str_data_mod_acc","This project data modifiable by","project_admin.php"
"global","hu","str_data_mod_acc","A projekt adatainak módosítási hozzáférése","project_admin.php"
"global","ro","str_data_mod_acc","Datele proiectului pot fi modificate de","project_admin.php"
"global","en","str_data_read_acc","This project data accessible for","project_admin.php"
"global","hu","str_data_read_acc","A projekt adatainak olvasási hozzáférése","project_admin.php"
"global","ro","str_data_read_acc","Datele proiectului sunt accesibile pentru","project_admin.php"
"global","en","str_data_srid","Data SRID (PostGIS)","project_admin.php"
"global","hu","str_data_srid","Adatok SRID-ja (PostGIS)","project_admin.php"
"global","ro","str_data_srid","Data SRID (PostGIS)","project_admin.php"
"global","en","str_db_cols_help","Az oszlop típusának megadása határozza meg, hogy hogyan kezelje az OpenBioMaps az adott oszlopot. A 'ADAT' típus bármilyen oszlop lehet amit az OpenBioMaps egyéb adatként kezel a továbbiakban. A többi típusból általában egyet kell definiálni (pl. EGYEDSZÁM, TUDOMÁNYOS NÉV), de néha lehet többet is mint pl. a HIVATKOZÁS és a DÁTUM. Az összerendelés nélküli oszlopokat egyáltalán nem kezeli az OpenBioMaps!","project_admin.php"
"global","hu","str_db_cols_help","Az oszlop típusának megadása határozza meg, hogy hogyan kezelje az OpenBioMaps az adott oszlopot. A 'DATA' típus bármilyen oszlop lehet amit az OpenBioMaps egyéb adatként kezel a továbbiakban. A többi típusból (pl. NUMBER OF INDIVIDUALS, SCIENTIFIC SPECIES NAME) egyet kell definiálni kivéve a 'CITE' és 'DATE' amiből lehet többet is. Az összerendelés nélküli oszlopokat egyáltalán nem kezeli az OpenBioMaps!","project_admin.php"
"global","ro","str_db_cols_help","Setarea tipului coloanei va defini modul în care OpenBioMaps va folosi coloana respectivă.  Tipul 'common data' poate fi orice coloană, care va fi tratat de OpenBioMaps ca alte tipuri de date. Din restul tipurilor (timp, loc, specie) trebuie definit câte unul, cu excepția datei și a persoanei citate, din care pot fi definite mai multe. Coloanele, la care nu este setat tipul, nu vor fi luate în considerare de OpenBioMaps!","project_admin.php"
"global","en","str_db_error_photo_id_column","Database error: Has the photo_id column configured properly?","project_admin.php"
"global","hu","str_db_error_photo_id_column","Adatbázis hiba: a photo_id oszlop be van állítva rendesen?","project_admin.php"
"global","ro","str_db_error_photo_id_column","Eroare bază de date: Coloana photo_id a fost configurat corect?","project_admin.php"
"global","en","str_def_columns_names","columns's name (one word, no accentuated letters)","profile.php"
"global","hu","str_def_columns_names","oszlop neve (egy szó ékezetek nélkül)","profile.php"
"global","ro","str_def_columns_names","denumire coloană (un singur cuvânt, fără diacritice)","profile.php"
"global","en","str_desc_desc","long description","profile.php"
"global","hu","str_desc_desc","magyarázó leírás","profile.php"
"global","ro","str_desc_desc","descriere lungă","profile.php"
"global","en","str_history_create","History auto create","project_admin.php"
"global","hu","str_history_create","History auto create","project_admin.php"
"global","ro","str_history_create","Istorie auto create","project_admin.php"
"global","en","str_invitationsend","Send invitation","profile.php"
"global","hu","str_invitationsend","meghívó küldése","profile.php"
"global","ro","str_invitationsend","trimite invitație","profile.php"
"global","en","str_invited_email","e-mail address of the invited person","profile.php"
"global","hu","str_invited_email","meghívott e-mail címe","profile.php"
"global","ro","str_invited_email","adresa de e-mail invitat","profile.php"
"global","en","str_invited_name","name of invited person","profile.php"
"global","hu","str_invited_name","meghívott neve","profile.php"
"global","ro","str_invited_name","nume invitat","profile.php"
"global","en","str_layers_help","<h3>Must be defined:</h3><ul><li><b>Data layer:</b>, called <i>layer_data_*</i> and its attributes are (e.g.) (layer definition):<br>layers:'map-file-layer-name', isBaseLayer:'false', visibility:'true', opacity:'1.0', format:'image/png', transparent:'true', numZoomLevels:'20'<br>Its type is <i>WMS</i>. The <i>URL</i> and <i>Map</i> parameters can't be empty. In the default case their value is '<i>default</i>'<br>More data layers can be defined!</li></ul>","project_admin.php"
"global","hu","str_layers_help","<h3>A rendszer működéshez szükséges definiálni:</h3><ul><li><b>Adat réteg:</b>, aminek a neve <i>layer_data_*</i> és például ezek a tulajdonságai (réteg defínició):<br>layers:'map-file-réteg-név', isBaseLayer:'false', visibility:'true', opacity:'1.0', format:'image/png', transparent:'true', numZoomLevels:'20'<br>A típusa <i>WMS</i> legyen. Az <i>URL</i> és <i>Térkép</i> paraméterek ne maradjanak üresen, alapesetben legyen az értékük '<i>default</i>'<br>Több adatréteg is definiálható!</li></ul>","project_admin.php"
"global","ro","str_layers_help","<h3>Must be defined:</h3><ul><li><b>Data layer:</b>, called <i>layer_data_*</i> and its attributes are (e.g.) (layer definition):<br>layers:'map-file-layer-name', isBaseLayer:'false', visibility:'true', opacity:'1.0', format:'image/png', transparent:'true', numZoomLevels:'20'<br>Its type is <i>WMS</i>. The <i>URL</i> and <i>Map</i> parameters can't be empty. In the default case their value is '<i>default</i>'<br>More data layers can be defined!</li></ul>","project_admin.php"
"global","en","str_layers_searchfor_private","Search for PRIVATE mapfile layers (result depend on the mapfile's syntax)",
"global","hu","str_layers_searchfor_private","Megtalált rétegek a PRIVÁT mapfájlban (az eredmények a fájl szintaxisától függhetnek)",
"global","ro","str_layers_searchfor_private","Search for PRIVATE mapfile layers (result depend on the mapfile's syntax)",
"global","en","str_layers_searchfor_public","Search for PUBLIC mapfile layers (result depend on the mapfile's syntax)",
"global","hu","str_layers_searchfor_public","Megtalált rétegek a PUBLIKUS mapfájlban (az eredmények a fájl szintaxisától függhetnek)",
"global","ro","str_layers_searchfor_public","Search for PUBLIC mapfile layers (result depend on the mapfile's syntax)",
"global","en","str_load_import_help","List of saved data imports. Follow the links to load imports.","project_admin.php"
"global","hu","str_load_import_help","Elmentett adat importolálások listája. A listában található adatbetöltéseket innen be lehet fejezni.","project_admin.php"
"global","ro","str_load_import_help","Lista încărcărilor de date salvate. De aici pot fi continuate sau șterse încărcările de date salvate","project_admin.php"
"global","en","str_maintainer_access_explanation","Administrative rights","project_admin.php"
"global","hu","str_maintainer_access_explanation","Adminisztratív jogok","project_admin.php"
"global","ro","str_maintainer_access_explanation","drepturi de administrare","project_admin.php"
"global","en","str_map_check_result","Map file check results","project_admin.php"
"global","hu","str_map_check_result","térkép fájl ellenőrzés eredménye","project_admin.php"
"global","ro","str_map_check_result","Rezultate verificare map file","project_admin.php"
"global","en","str_map_extent_text","Here is the data's spatial extent. This values should be in the map file.","project_admin.php"
"global","hu","str_map_extent_text","A térképi adatok térbeli kiterjedése alább látható. Ennek a kiterjedésnek kell szerepelnie  a map fájlban.","project_admin.php"
"global","ro","str_map_extent_text","Here is the data's spatial extent. This values should be in the map file.","project_admin.php"
"global","en","str_mapserver_help_text","Herea are the Mapserver's map files (private and public). In these map files should be defined the layers which will called by the OpenLayers. Here you can read more about the map files: <a href='http://mapserver.org/mapfile/'>http://mapserver.org/mapfile/</a>",
"global","hu","str_mapserver_help_text","Itt vannak a Mapserver map fájlok a privát és publikus eléréshez. Ezekben a map fájlokban kell definiálni a rétegeket amiket az OpenLayers függvények meghívnak. A mapfájlok leírása itt található: <a href='http://mapserver.org/mapfile/'>http://mapserver.org/mapfile/</a>",
"global","ro","str_mapserver_help_text","Aici găsiți fișierere map de pe Mapserver (private și publice). În aceste fișiere map trebuie definite straturile (layers) care vor fi accesate de OpenLayers. Aici puteți citi mai mult despre fișierele map: <a href='http://mapserver.org/mapfile/'>http://mapserver.org/mapfile/</a>",
"global","en","str_mapserver_layer","mapserver layer","project_admin.php"
"global","hu","str_mapserver_layer","mapszerver réteg","project_admin.php"
"global","ro","str_mapserver_layer","mapserver layer","project_admin.php"
"global","en","str_master","master","profile.php,project_admin.php"
"global","hu","str_master","üzemeltető","profile.php,project_admin.php"
"global","ro","str_master","master","profile.php,project_admin.php"
"global","en","str_no_access_to_this_function","You don't have access to this function","project_admin.php"
"global","hu","str_no_access_to_this_function","Nincs hozzáférése ezekhez a funkciókhoz","project_admin.php"
"global","ro","str_no_access_to_this_function","Nu aveți acces la această funcție","project_admin.php"
"global","en","str_no_check","no check","project_admin.php"
"global","hu","str_no_check","nincs ellenőrzés","project_admin.php"
"global","ro","str_no_check","nu verifica","project_admin.php"
"global","en","str_normal","normal","project_admin.php"
"global","hu","str_normal","normál","project_admin.php"
"global","ro","str_normal","normal","project_admin.php"
"global","en","str_no_srid","Data has no SRID (PostGIS)!!!","project_admin.php"
"global","hu","str_no_srid","Az adatoknak nincs SRID beállítása (PostGIS)!!!","project_admin.php"
"global","ro","str_no_srid","Datele nu conțin setări SRID (PostGIS)!!!","project_admin.php"
"global","en","str_operator","operator","profile.php,project_admin.php"
"global","hu","str_operator","kezelő","profile.php,project_admin.php"
"global","ro","str_operator","operator","profile.php,project_admin.php"
"global","en","str_order","order","project_admin.php"
"global","hu","str_order","sorrend","project_admin.php"
"global","ro","str_order","ordine","project_admin.php"
"global","en","str_parked","parked","profile.php,project_admin.php"
"global","hu","str_parked","felfüggesztett","profile.php,project_admin.php"
"global","ro","str_parked","suspendat","profile.php,project_admin.php"
"global","en","str_pending_invites","pending invites","profile.php"
"global","hu","str_pending_invites","függő meghívások","profile.php"
"global","ro","str_pending_invites","învitații în așteptare","profile.php"
"global","en","str_personal_message","personal message","profile.php"
"global","hu","str_personal_message","személyes üzenet","profile.php"
"global","ro","str_personal_message","note personale","profile.php"
"global","en","str_photos_dir_not_exists","photos directory not exists or not accessible!","project_admin.php"
"global","hu","str_photos_dir_not_exists","photos könyvtár nem létezik vagy nem elérhető!","project_admin.php"
"global","ro","str_photos_dir_not_exists","directorul de fotografii nu există sau nu este accesibil!","project_admin.php"
"global","en","str_project_srid","Project SRID (PostGIS)","project_admin.php"
"global","hu","str_project_srid","Projekt SRID-ja (PostGIS)","project_admin.php"
"global","ro","str_project_srid","Project SRID (PostGIS)","project_admin.php"
"global","en","str_psql_function_help","Here are the database related basic plpgsql functions and triggers.","project_admin.php"
"global","hu","str_psql_function_help","Itt lehet az adatbázishoz tartozó plpgsql függvényeket kezelni.","project_admin.php"
"global","ro","str_psql_function_help","Aici pot fi mainpulate funcțiile plpgsql din baza de date.","project_admin.php"
"global","en","str_saved_import_session_by","Saved import session by","project_admin.php"
"global","hu","str_saved_import_session_by","Elmentett munkamenet","project_admin.php"
"global","ro","str_saved_import_session_by","Sesiune de încărcare salvată de","project_admin.php"
"global","en","str_server_logs","server logs","interface.php"
"global","hu","str_server_logs","szerver logok","interface.php"
"global","ro","str_server_logs","server logs","interface.php"
"global","en","str_short_desc","short description (one-two words)","profile.php"
"global","hu","str_short_desc","rövid leírás (1-2 szó)","profile.php"
"global","ro","str_short_desc","descriere scurtă (una-două cuvinte)","profile.php"
"global","en","str_spatial","spatial","project_admin.php"
"global","hu","str_spatial","térbeli","project_admin.php"
"global","ro","str_spatial","spațial","project_admin.php"
"global","en","str_taxon_list_update","Taxon lista auto update","project_admin.php"
"global","hu","str_taxon_list_update","Taxon lista auto update","project_admin.php"
"global","ro","str_taxon_list_update","Auto update listă taxon","project_admin.php"
"global","en","str_taxon_name_update","Taxonname auto update","project_admin.php"
"global","hu","str_taxon_name_update","Taxonname auto update","project_admin.php"
"global","ro","str_taxon_name_update","Auto update denumire taxon","project_admin.php"
"global","en","str_visible_name","visible name","project_admin.php"
"global","hu","str_visible_name","látható név","project_admin.php"
"global","ro","str_visible_name","nume vizibilă","project_admin.php"
"global","en","str_webmap_layer","web map layer","project_admin.php"
"global","hu","str_webmap_layer","webes térképi réteg","project_admin.php"
"global","ro","str_webmap_layer","web map layer","project_admin.php"
"global","en","str_zero_access_explanation","No access of data - such like non logged-in users","project_admin.php"
"global","hu","str_zero_access_explanation","Nincs adathozzáférés - mint a nem bejelentkezett felhasználóknak","project_admin.php"
"global","ro","str_zero_access_explanation","Fără acces la date – ca utilizatorii nelogați","project_admin.php"
"global","en","str_search_filter","search filter","box_filter.php"
"global","hu","str_search_filter","kereső szűrő","box_filter.php"
"global","ro","str_search_filter","search filter","box_filter.php"
"global","en","str_all_selected","all selected","upload.php"
"global","hu","str_all_selected","mind kiválasztva","upload.php"
"global","ro","str_all_selected","all selected","upload.php"
"global","en","str_display_data","display data","grid_view.php"
"global","hu","str_display_data","adatok ábrázolása","grid_view.php"
"global","ro","str_display_data","display data","grid_view.php"
"global","en","str_deselect_all_skips","Deselect all skip marks","upload_show-table-form.php"
"global","hu","str_deselect_all_skips","Minden kihagyás jelölés megszüntetése","upload_show-table-form.php"
"global","ro","str_deselect_all_skips","Deselect all skip marks","upload_show-table-form.php"
"global","en","str_reversing_skips","Reverse set skip marks","upload_show-table-form.php"
"global","hu","str_reversing_skips","Kihagyás jelölések megfordítása","upload_show-table-form.php"
"global","ro","str_reversing_skips","Reverse set skip marks","upload_show-table-form.php"
"global","en","str_newform_help_1","Without whitespaces, lowercase letters","profile.php"
"global","hu","str_newform_help_1","Szóköz nélkül, csupa kisbetű, ékezetes karakterek nélkül.","profile.php"
"global","ro","str_newform_help_1","fără spații, cu litere mici, fără diacritice.","profile.php"
"global","en","str_newform_help_2","Sort description, headline","profile.php"
"global","hu","str_newform_help_2","Rövid leírás, címsor.","profile.php"
"global","ro","str_newform_help_2","scurtă descriere","profile.php"
"global","en","str_newform_help_3","Description.","profile.php"
"global","hu","str_newform_help_3","Tetszőleges hosszú leírás.","profile.php"
"global","ro","str_newform_help_3","descriere","profile.php"
"global","en","str_newform_help_4","Nonpublic database's comments.","profile.php"
"global","hu","str_newform_help_4","Nem publikus adatbázis kommentek.","profile.php"
"global","ro","str_newform_help_4","comentarii bază de date cu acces restricționat","profile.php"
"global","en","str_non_obligatory_settings","non obligatory settings","profile.php"
"global","hu","str_non_obligatory_settings","nem kötelező beállítások","profile.php"
"global","ro","str_non_obligatory_settings","setări neobligatorii","profile.php"
"global","en","str_recent_uploads","Recent uploads","mainpage_content1.php"
"global","hu","str_recent_uploads","Legutóbbi feltöltések","mainpage_content1.php"
"global","ro","str_recent_uploads","Încărcări recente","mainpage_content1.php"
"global","en","str_invitation_canbe_used_only_once","This invitation link works only once!","afuncs.php"
"global","hu","str_invitation_canbe_used_only_once","A meghívó link csak egyszer működik!","afuncs.php"
"global","ro","str_invitation_canbe_used_only_once","Această legătură invită o singură dată!","afuncs.php"
"global","en","str_grid","grid","grid_view.php"
"global","hu","str_grid","rács","grid_view.php"
"global","ro","str_grid","grilă","grid_view.php"
"global","en","str_original","original","grid_view.php"
"global","hu","str_original","eredeti","grid_view.php"
"global","ro","str_original","original","grid_view.php"
"global","en","str_custom_modules","Custom module administration","interface.php"
"global","hu","str_custom_modules","Egyéni modul adminisztráció","interface.php"
"global","ro","str_custom_modules","Custom module administration","interface.php"
"global","en","str_all_polygons","all polygons","box_load_selection.php"
"global","hu","str_all_polygons","minden poligon","box_load_selection.php"
"global","ro","str_all_polygons","toate poligoanele","box_load_selection.php"
"global","en","str_download_requests","download requests","download_restricted.php"
"global","hu","str_download_requests","letöltés kérések","download_restricted.php"
"global","ro","str_download_requests","cererile de descărcare","download_restricted.php"
"global","en","str_what_is_postgres_user","What is postgres user?","create_pg_user.php"
"global","hu","str_what_is_postgres_user","Mi az a postgres felhasználó?","create_pg_user.php"
"global","ro","str_what_is_postgres_user","Ce este utilizatorul postgres?","create_pg_user.php"
"global","en","str_what_are_download_requests","What are download requests?","download_restricted.php"
"global","hu","str_what_are_download_requests","Mik azok a letöltési kérelmek?","download_restricted.php"
"global","ro","str_what_are_download_requests","Ce sunt cererile de descărcare?","download_restricted.php"
"global","en","str_replace_module","replace module","project_admin.php"
"global","hu","str_replace_module","modul cseréje","project_admin.php"
"global","ro","str_replace_module","înlocui modulul","project_admin.php"
"global","en","str_terms_and_conditions","Terms and Conditions","common_pg_funcs.php"
"global","hu","str_terms_and_conditions","Szabályok és feltételek","common_pg_funcs.php"
"global","ro","str_terms_and_conditions","Reguli și condiții de utilizare","common_pg_funcs.php"
"global","en","str_cookie_policy","Cookie Policy","common_pg_funcs.php"
"global","hu","str_cookie_policy","Sütik (cookie) kezelése","common_pg_funcs.php"
"global","ro","str_cookie_policy","Politica de cookie-uri","common_pg_funcs.php"
"global","en","str_get_obm_servers_list","listing OBM servers","results_buttons.php"
"global","hu","str_get_obm_servers_list","OBM szerverek listázása","results_buttons.php"
"global","ro","str_get_obm_servers_list","lista serverelor OBM","results_buttons.php"
"global","en","str_share","Share","results_buttons.php"
"global","hu","str_share","Megosztás","results_buttons.php"
"global","ro","str_share","a împărtăși","results_buttons.php"
"global","en","str_share_data_with_other_openbiomaps_project","Share data with other OBM project","results_buttons.php"
"global","hu","str_share_data_with_other_openbiomaps_project","Adat megosztása másik OBM projekttel","results_buttons.php"
"global","ro","str_share_data_with_other_openbiomaps_project","Partajare date cu alte proiecte OBM","results_buttons.php"
"global","en","str_share_data_width_project","Send data","results_buttons.php"
"global","hu","str_share_data_width_project","Adat küldése","results_buttons.php"
"global","ro","str_share_data_width_project","Trimitere date","results_buttons.php"
"global","en","str_data_posted","Data posted","results_buttons.php"
"global","hu","str_data_posted","Adatok elküldve","results_buttons.php"
"global","ro","str_data_posted","Datele au fost trimise","results_buttons.php"
"global","en","str_interconnect_posted_data","Shared data","upload.php"
"global","hu","str_interconnect_posted_data","Megosztott adatok","upload.php"
"global","ro","str_interconnect_posted_data","Date partajate","upload.php"
"global","en","str_signed_up_into","%1$s signed up into %2$s","common_pg_funcs.php"
"global","hu","str_signed_up_into","%1$s csatlakozott a %2$s projekthez","common_pg_funcs.php"
"global","ro","str_signed_up_into","%1$s s-a alăturat proiectului %2$s","common_pg_funcs.php"
"global","en","str_read_file_as","Special files - read file as:","upload.php"
"global","hu","str_read_file_as","Speciális fileok – beolvasás mint:","upload.php"
"global","ro","str_read_file_as","Fișiere speciale – citire ca:","upload.php"
"global","en","str_file_processing_extra_arguments","Extra arguments for processing files<br> &nbsp; &nbsp; CSV arguments: charachter encoding (c:), separator character (s:), decimal character (d:), header line (h:)<br> &nbsp; &nbsp; SHP arguments: EPSG:epsg_srid<br> &nbsp; &nbsp; SQLite arguments: layer's name<br>","upload.php"
"global","hu","str_file_processing_extra_arguments","Extra arguments for processing files<br> &nbsp; &nbsp; CSV arguments: charachter encoding (c:), separator character (s:), decimal character (d:), header line (h:)<br> &nbsp; &nbsp; SHP arguments: EPSG:epsg_srid<br> &nbsp; &nbsp; SQLite arguments: layer's name<br>","upload.php"
"global","ro","str_file_processing_extra_arguments","Argumente adiționale pentru procesarea fișierelor <br> &nbsp; &nbsp; argumente CSV: charachter encoding (c:), separator character (s:), decimal character (d:), header line (h:)<br> &nbsp; &nbsp; argumente SHP: EPSG:epsg_srid<br> &nbsp; &nbsp; argumente SQLite: layer's name<br>","upload.php"
"global","en","str_no_results_found","No results for the query.","wfs_show_results.php"
"global","hu","str_no_results_found","Nem talált eredményeket.","wfs_show_results.php"
"global","ro","str_no_results_found","Nu au fost găsite rezultate.","wfs_show_results.php"
"global","en","str_blank_sheet","What do you want with a blank sheet?","upload_funcs.php"
"global","hu","str_blank_sheet","A táblázat üres.","upload_funcs.php"
"global","ro","str_blank_sheet","Tabelul este gol.","upload_funcs.php"
"global","en","str_no_geometry","No geometry!","upload_funcs.php"
"global","hu","str_no_geometry","Nincs megadva geometria (hely)!","upload_funcs.php"
"global","ro","str_no_geometry","Nu este precizat geometria (locul)!","upload_funcs.php"
"global","en","str_no_of_taxons","Number of species (taxa)","results_specieslist.php"
"global","hu","str_no_of_taxons","Fajok (taxonok) száma","results_specieslist.php"
"global","ro","str_no_of_taxons","Numărul speciilor (taxonilor)","results_specieslist.php"
"global","en","str_delete_image_from_the_folder","Delete image from the folder","index.php"
"global","hu","str_delete_image_from_the_folder","Töröld a képet a mappából","index.php"
"global","ro","str_delete_image_from_the_folder","Șterge imaginea din folder","index.php"
"global","en","str_save_image_with_comment","Save image with comment","index.php"
"global","hu","str_save_image_with_comment","Mentsd a képet a kommenttel együtt","index.php"
"global","ro","str_save_image_with_comment","Salvează imaginea cu comentariu","index.php"
"global","en","str_dear_user_name","Dear %s!","update_profile.php"
"global","hu","str_dear_user_name","Tisztelt %s!","update_profile.php"
"global","ro","str_dear_user_name","Stimate %s!","update_profile.php"
"global","en","str_drop_my_profile_email_subject","OpenBioMaps leave confirmation","update_profile.php"
"global","hu","str_drop_my_profile_email_subject","OpenBioMaps felhasználói fiók megszüntetésének a jóváhagyása","update_profile.php"
"global","ro","str_drop_my_profile_email_subject","Confirmare ștergere cont utilizator OpenBioMaps","update_profile.php"
"global","en","str_drop_my_profile_email_body","<br>Please confirm by following this link if you initiated to drop your OpenBioMaps profile:<br><br>%s<br><br>","update_profile.php"
"global","hu","str_drop_my_profile_email_body","<br>Kérjük kattintson az alábbi linkre az OpenBioMaps felhasználói fiókja megszűntetésének jóváhagyásához:<br><br>%s<br><br>","update_profile.php"
"global","ro","str_drop_my_profile_email_body","<br>Vă rugăm urmăriți linkul de mai jos pentru a confirma ștergerea contului de utilizator OpenBioMaps: <br><br>%s<br><br>","update_profile.php"
"global","en","str_emailchange_email_subject","OpenBioMaps confirmation","update_profile.php"
"global","hu","str_emailchange_email_subject","OpenBioMaps email cím változtatás jóváhagyás","update_profile.php"
"global","ro","str_emailchange_email_subject","Confirmare schimbare adresă de email OpenBioMaps","update_profile.php"
"global","en","str_emailchange_email_body","<br>Please confirm by following this link if you initiated to use this email address in the OpenBioMaps system:<br><br>%s<br><br>","update_profile.php"
"global","hu","str_emailchange_email_body","<br>Kérjük kattintson az alábbi linkre az email címe megváltoztatásának jóváhagyásához az OpenBioMaps rendszerben:<br><br>%s<br><br>","update_profile.php"
"global","ro","str_emailchange_email_body","<br>Vă rugăm urmăriți linkul următor pentru a confirma schimbarea adresei de email în sistemul OpenBioMaps:<br><br>%s<br><br>","update_profile.php"
"global","en","str_filename","File name","download_restricted.php"
"global","hu","str_filename","Fájl neve","download_restricted.php"
"global","ro","str_filename","Nume fișier","download_restricted.php"
"global","en","str_requested_by","Requested by","download_restricted.php"
"global","hu","str_requested_by","Kérvényező","download_restricted.php"
"global","ro","str_requested_by","Solicitant","download_restricted.php"
"global","en","str_valid_until","Valid until","download_restricted.php"
"global","hu","str_valid_until","Érvényességi idő","download_restricted.php"
"global","ro","str_valid_until","Valabil până la","download_restricted.php"
"global","en","str_downloaded","Downloaded","download_restricted.php"
"global","hu","str_downloaded","Letöltött","download_restricted.php"
"global","ro","str_downloaded","Descărcat","download_restricted.php"
"global","en","str_spatial_query","spatial query","interface.php"
"global","hu","str_spatial_query","térbeli lekérdezés","interface.php"
"global","ro","str_spatial_query","interogare spațială","interface.php"
"global","ru","str_spatial_query","пространственный запрос","interface.php"
"global","en","str_read_table","reading a table","read_table.php"
"global","hu","str_read_table","tábla olvasása","read_table.php"
"global","ro","str_read_table","reading a table","read_table.php"
"global","en","str_apply","apply","upload_show-table-form.php"
"global","hu","str_apply","alkalmaz","upload_show-table-form.php"
"global","ro","str_apply","aplica","upload_show-table-form.php"
"global","en","str_other_column","other column","upload_show-table-form.php"
"global","hu","str_other_column","másik oszlop","upload_show-table-form.php"
"global","ro","str_other_column","altă coloană","upload_show-table-form.php"
"global","en","str_parameters","parameters","upload_show-table-form.php"
"global","hu","str_parameters","paraméterek","upload_show-table-form.php"
"global","ro","str_parameters","parametrii","upload_show-table-form.php"
"global","en","str_close","close","upload_show-table-form.php"
"global","hu","str_close","bezár","upload_show-table-form.php"
"global","ro","str_close","închide","upload_show-table-form.php"
"global","en","str_write_back","writes back to the cell","upload_show-table-form.php"
"global","hu","str_write_back","visszaír a cellába","upload_show-table-form.php"
"global","ro","str_write_back","scrie înapoi la celulă","upload_show-table-form.php"
"global","en","str_uploaded_species","uploaded species","interface.php"
"global","hu","str_uploaded_species","feltöltött faj","interface.php"
"global","ro","str_uploaded_species","specii încărcate","interface.php"
"global","en","str_species_master_1","You are doing a great job of documenting biodiversity","interface.php"
"global","hu","str_species_master_1","Nagyszerű munkát végez a biodiverzitás dokumentálásában","interface.php"
"global","ro","str_species_master_1","Faceți o treabă excelentă de documentare a biodiversității","interface.php"
"global","en","str_species_master_2","Doing Excellence in biodiversity documentation","interface.php"
"global","hu","str_species_master_2","Kiválóság a biodiverzitás dokumentációjában","interface.php"
"global","ro","str_species_master_2","Efectuarea de excelență în documentația privind biodiversitatea","interface.php"
"global","en","str_species_master_3","Amazing work on biodiversity documentation","interface.php"
"global","hu","str_species_master_3","Csodálatos munka a biodiverzitás dokumentációjában","interface.php"
"global","ro","str_species_master_3","Lucru uimitor în documentația privind biodiversitatea","interface.php"
"global","en","str_species_master_4","Master in Biodiversity Documentation","interface.php"
"global","hu","str_species_master_4","Mester a biológiai sokféleség dokumentációjában","interface.php"
"global","ro","str_species_master_4","Maestru în documentația privind biodiversitatea","interface.php"
"global","en","str_species_master_5","Incredible work on biodiversity documentation","interface.php"
"global","hu","str_species_master_5","Hihetetlen munka a biodiverzitás dokumentációjával kapcsolatban","interface.php"
"global","ro","str_species_master_5","Lucrări incredibile privind documentația privind biodiversitatea","interface.php"
"global","en","str_reset_map","reset map","map-page.php"
"global","hu","str_reset_map","térkép újraolvasása","map-page.php"
"global","ro","str_reset_map","resetare hartă","map-page.php"
"global","ru","str_reset_map","перезагрузить карту","map-page.php"
"global","en","str_clear_filters","clear filters","map-page.php"
"global","hu","str_clear_filters","szűrők kiürítése","map-page.php"
"global","ro","str_clear_filters","filtre clare","map-page.php"
"global","ru","str_clear_filters","очистить фильтры","map-page.php"
"global","en","str_unlink_file_from_data","unlink file from data","photos.php"
"global","hu","str_unlink_file_from_data","unlink file from data","photos.php"
"global","ro","str_unlink_file_from_data","unlink file from data","photos.php"
"global","en","str_subject","subject","upload.php"
"global","hu","str_subject","tárgy","upload.php"
"global","ro","str_subject","subject","upload.php"
"global","en","str_report_an_error","report an error","upload.php"
"global","hu","str_report_an_error","hiba bejelentés","upload.php"
"global","ro","str_report_an_error","report an error","upload.php"
"global","en","str_bug_description","bug_description","upload.php"
"global","hu","str_bug_description","hiba leírása","upload.php"
"global","ro","str_bug_description","bug description","upload.php"
"global","en","str_last_save","last save","upload.php"
"global","hu","str_last_save","utolsó mentés","upload.php"
"global","ro","str_last_save","ultima salvare","upload.php"
"global","ru","str_last_save","последнее сохранение","upload.php"
"global","en","str_bookmarks","bookmarks","results_buttons.php"
"global","hu","str_bookmarks","könyvjelzők","results_buttons.php"
"global","ro","str_bookmarks","marcaje","results_buttons.php"
"global","ru","str_bookmarks","закладки","results_buttons.php"
"global","en","str_sql_reference","sql reference","project_admin.php"
"global","hu","str_sql_reference","sql hivatkozás","project_admin.php"
"global","ro","str_sql_reference","sql reference","project_admin.php"
"global","en","str_you_have_new_message","you have a new message","profile.php"
